chateau-cote-de-france-2014	|accueil|vins|france|sud-ouest|côtes du marmandais	Château Côte de France 2014	https://grandsvins.carrefour.fr/product/chateau-cote-de-france-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934943/xq2rzvj3qg02xe5boy2t.png	
chateau-lagrezette-adp-2007	|accueil|vins|france|sud-ouest|cahors	Château Lagrezette 2007	https://grandsvins.carrefour.fr/product/chateau-lagrezette-adp-2007	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934976/utqywctlcsyf3fddq1gz.png	
chateau-simone-13	|accueil|vins|france|provence & corse|palette	Château Simone 2013 	https://grandsvins.carrefour.fr/product/chateau-simone-13	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511874197/f5jee478vygmwcujrzb9.png	
domaine-du-loou-16	|accueil|vins|france|provence & corse|coteaux varois en provence	Domaine du Loou 2016	https://grandsvins.carrefour.fr/product/domaine-du-loou-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1513680189/jiafxttxjc69hoosv6qu.png	
coteaux-daix-en-provence-rose-hecht-et-bannier-2016	|accueil|vins|france|provence & corse|coteaux d'aix-en-provence	Hecht & Bannier - Les Citronniers 2016	https://grandsvins.carrefour.fr/product/coteaux-daix-en-provence-rose-hecht-et-bannier-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509289268/pwnvovhghagvnryaantn.png	
terres-des-glauges-2016	|accueil|vins|france|provence & corse|coteaux d'aix-en-provence	Terres des Glauges 2016	https://grandsvins.carrefour.fr/product/terres-des-glauges-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935197/qjum9swqtfzahl3hffeg.png	
les-hauts-de-landue-2016	|accueil|vins|france|provence & corse|côtes de provence	Les Hauts de Landué 2016	https://grandsvins.carrefour.fr/product/les-hauts-de-landue-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511881441/g3jvtoeqifyvnjbrzhlx.png	
clos-milelli-16	|accueil|vins|france|provence & corse	Clos Milelli 2016	https://grandsvins.carrefour.fr/product/clos-milelli-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1513680049/qzcnzb57g3hbuxvl5uez.png	
domaine-torraccia	|accueil|vins|france|provence & corse|corse	Domaine Torraccia - Cuvée Nivatoli 2013	https://grandsvins.carrefour.fr/product/domaine-torraccia	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935246/b6jppypbk2zvdbdluhnq.png	
domaine-modat-2014	|accueil|vins|france|languedoc-roussillon|côtes du roussillon villages	Domaine Modat "Sans plus attendre" 2014	https://grandsvins.carrefour.fr/product/domaine-modat-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1510653511/icrft6s3qxtlhrmzxuye.png	
prieure-saint-jean-de-bebian-03	|accueil|vins|france|languedoc-roussillon|coteaux du languedoc	Prieuré Saint Jean de Bébian 2003	https://grandsvins.carrefour.fr/product/prieure-saint-jean-de-bebian-03	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511857776/jzv8jpz0fuiv9i7tamxr.png	
domaine-villeneuve-16	|accueil|vins|france|languedoc-roussillon|pic-saint-loup	Domaine de Villeneuve La muse 2016	https://grandsvins.carrefour.fr/product/domaine-villeneuve-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1513676589/orjw6wu5hkiayvsaec4j.png	
l-ostalon-de-l-ostal-cazes	|accueil|vins|france|languedoc-roussillon|minervois-la livinière	L'Ostalon de l'ostal Cazes 2013	https://grandsvins.carrefour.fr/product/l-ostalon-de-l-ostal-cazes	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935098/jdjiotqkdfhwb85wcqpf.png	
domaine-guillemarine-2016	|accueil|vins|france|languedoc-roussillon|picpoul de pinet	Domaine Guillemarine 2016	https://grandsvins.carrefour.fr/product/domaine-guillemarine-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935015/fgzl2mnazenusro7kxjy.png	
075-aoc-picpoul-pinet-blc-bio-dom-du-petit-roubie-16-c6	|accueil|vins|france|languedoc-roussillon|picpoul de pinet	Domaine du Petit Roubié 2016	https://grandsvins.carrefour.fr/product/075-aoc-picpoul-pinet-blc-bio-dom-du-petit-roubie-16-c6	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509353521/wrmrxq1kpqfgofykpxwt.png	
domaine-de-l-hortus-15	|accueil|vins|france|languedoc-roussillon|coteaux du languedoc	Domaine de l'Hortus 2015	https://grandsvins.carrefour.fr/product/domaine-de-l-hortus-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878979/zxnlvzdbaiqzrxeb87xd.png	
les-hauts-de-gabriac-reflets-de-france-16	|accueil|vins|france|languedoc-roussillon|pic-saint-loup	Les Hauts de Gabriac "Reflets de France" 2016	https://grandsvins.carrefour.fr/product/les-hauts-de-gabriac-reflets-de-france-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935088/cultdf5qzfdvnqu0uboc.png	
tete-belier-puech-haut-15	|accueil|vins|france|languedoc-roussillon|coteaux du languedoc	Château Puech-Haut Tête de Bélier 2015	https://grandsvins.carrefour.fr/product/tete-belier-puech-haut-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878868/kc74m72c7zcoeqe8mi9b.png	
chateau-hospitalet-2014	|accueil|vins|france|languedoc-roussillon|coteaux du languedoc	Château l'Hospitalet Grand Vin 2014	https://grandsvins.carrefour.fr/product/chateau-hospitalet-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935033/rirvvqyjxagackulhsch.png	
puech-haut-prestige-blanc-16	|accueil|vins|france|languedoc-roussillon|coteaux du languedoc	Puech Haut Prestige 2016	https://grandsvins.carrefour.fr/product/puech-haut-prestige-blanc-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511880865/kdlejjwzkberumikd18i.png	
clos-du-lucquier-2013	|accueil|vins|france|languedoc-roussillon|coteaux du languedoc	Le clos du Lucquier  "Cuvée Philippe" 2013	https://grandsvins.carrefour.fr/product/clos-du-lucquier-2013	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511866972/lvgley0klhin4nwgpfrw.png	
puech-haut-prestige-15	|accueil|vins|france|languedoc-roussillon|coteaux du languedoc	Puech Haut Prestige 2015	https://grandsvins.carrefour.fr/product/puech-haut-prestige-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511879244/rl60aic64c6jexkcjdgd.png	
75aoc-ctx-lang-rg-terrasse-bio-du-larzac-molrd-filon-14c6-med	|accueil|vins|france|languedoc-roussillon|coteaux du languedoc	Molard & Fillon - Vu d'en Haut 2014	https://grandsvins.carrefour.fr/product/75aoc-ctx-lang-rg-terrasse-bio-du-larzac-molrd-filon-14c6-med	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509367823/fhkdwiw0l7cdg6x5lpvk.png	
chateau-la-negly-2015	|accueil|vins|france|languedoc-roussillon|coteaux du languedoc	Château La Negly 2015	https://grandsvins.carrefour.fr/product/chateau-la-negly-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509092685/byfdzdlvdvhrxvnctwdr.png	
75-aoc-ctx-lang-st-saturnin-rge-l-exception-13-c6	|accueil|vins|france|languedoc-roussillon|coteaux du languedoc	L'Exception 2013	https://grandsvins.carrefour.fr/product/75-aoc-ctx-lang-st-saturnin-rge-l-exception-13-c6	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509442407/nuqdbqywmle7rsw8zoaw.png	
tautavel-gerard-bertrand-hommage-aux-vignerons-2015	|accueil|vins|france|languedoc-roussillon|côtes du roussillon villages	Gérard Bertrand - Hommage aux Vignerons 2015	https://grandsvins.carrefour.fr/product/tautavel-gerard-bertrand-hommage-aux-vignerons-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1510592214/njx94d68ewsvpvohb3qj.png	
tautavel-reserve-gerard-bertrand-15	|accueil|vins|france|languedoc-roussillon|côtes du roussillon villages	Tautavel Réserve Gérard Bertrand 2015	https://grandsvins.carrefour.fr/product/tautavel-reserve-gerard-bertrand-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935123/loo9fktaomirtbeqibd8.png	
domaine-torraccia-2016	|accueil|vins|france|provence & corse|corse	Domaine Torraccia 2016	https://grandsvins.carrefour.fr/product/domaine-torraccia-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935218/eeycaa7nwlvhlftohp99.png	
lucian-2012	|accueil|vins|france|languedoc-roussillon|coteaux du languedoc	Lucian 2012	https://grandsvins.carrefour.fr/product/lucian-2012	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509091924/miryponc3z0pxb8fcqdn.png	
domaine-casabianca-2015	|accueil|vins|france|provence & corse|corse	Domaine Casabianca 2015	https://grandsvins.carrefour.fr/product/domaine-casabianca-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935236/zv2ubmof7wtoqsu0dz0m.png	
domaine-francois-franceschi-reflets-de-france-2016	|accueil|vins|france|provence & corse|corse	Domaine François Franceschi "Reflets de France" 2016	https://grandsvins.carrefour.fr/product/domaine-francois-franceschi-reflets-de-france-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935213/edbdhlglgrj0iynqmssk.png	
cuvee-r-roubine-16	|accueil|vins|france|provence & corse|côtes de provence	Roubine Cuvée R 2016	https://grandsvins.carrefour.fr/product/cuvee-r-roubine-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878679/toasehejefbsvroxk7mg.png	
berne-grande-recolte-2016	|accueil|vins|france|provence & corse|côtes de provence	Berne Grande Récolte 2016	https://grandsvins.carrefour.fr/product/berne-grande-recolte-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935150/aqrjwu3yql3el1ytszrh.png	
rose-a-la-rose-2016	|accueil|vins|france|provence & corse|côtes de provence	Rosé à la Rose 2016	https://grandsvins.carrefour.fr/product/rose-a-la-rose-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935140/fj7sizya6gytbtlig6qw.png	
chateau-reillanne-grande-reserve-2016	|accueil|vins|france|provence & corse|côtes de provence	Château Reillanne Grande Réserve 2016	https://grandsvins.carrefour.fr/product/chateau-reillanne-grande-reserve-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935145/qvotrehfd73kpuiidhpp.png	
chateau-pradeaux-11	|accueil|vins|france|provence & corse|bandol	Château Pradeaux 2011	https://grandsvins.carrefour.fr/product/chateau-pradeaux-11	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935241/l2zrps5czfk6nam86l3z.png	
75-aoc-bandol-rose-domaine-maubernard-16-c6	|accueil|vins|france|provence & corse|bandol	Domaine Maubernard 2016	https://grandsvins.carrefour.fr/product/75-aoc-bandol-rose-domaine-maubernard-16-c6	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509359993/skkutq0nfoudmph0f9lm.png	
domaine-bunan-2016	|accueil|vins|france|provence & corse|bandol	Domaine Bunan 2016	https://grandsvins.carrefour.fr/product/domaine-bunan-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935182/zrruykk4rt97tixpgbmp.png	
esprit-de-sainte-victoire-2016	|accueil|vins|france|provence & corse|côtes de provence	Esprit de Sainte Victoire 2016	https://grandsvins.carrefour.fr/product/esprit-de-sainte-victoire-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935161/jo1btn3rg2jqncapkpjy.png	
chateau-colbert-cannet-diamant-2016	|accueil|vins|france|provence & corse|côtes de provence	Château Colbert Cannet "Cuvée Diamant" 2016	https://grandsvins.carrefour.fr/product/chateau-colbert-cannet-diamant-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509360534/dxlzwnxeamhxbnvtg8yh.png	
la-baie-des-pointus-2016	|accueil|vins|france|provence & corse|bandol	La Baie des Pointus 2016	https://grandsvins.carrefour.fr/product/la-baie-des-pointus-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935177/ijzrt9zgrbwc50ag90bu.png	
l-excellence-des-marquets-2016	|accueil|vins|france|provence & corse|côtes de provence	L'Excellence des Marquets 2016	https://grandsvins.carrefour.fr/product/l-excellence-des-marquets-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935135/f0vxme4yyuofqnxawrv1.png	
sainte-victoire-reflets-de-france-2016	|accueil|vins|france|provence & corse|côtes de provence	Sainte-Victoire "Reflets de France" 2016	https://grandsvins.carrefour.fr/product/sainte-victoire-reflets-de-france-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935156/eziafgpj9bauc6cc8agc.png	
75-aoc-ctes-de-provence-rs-caf-16-c6-bio	|accueil|vins|france|provence & corse|côtes de provence	La Cave d'Augustin Florent 2016	https://grandsvins.carrefour.fr/product/75-aoc-ctes-de-provence-rs-caf-16-c6-bio	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509352216/zzramdb8wkfqfej7ycff.png	
chateau-camparnaud-reflets-de-france-2016	|accueil|vins|france|provence & corse|côtes de provence	Château Camparnaud "Reflets de France" 2016 	https://grandsvins.carrefour.fr/product/chateau-camparnaud-reflets-de-france-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509291550/pixbsfmigcc11d60hsmi.png	
chateau-virant-2016	|accueil|vins|france|provence & corse|coteaux d'aix-en-provence	Château Virant 2016	https://grandsvins.carrefour.fr/product/chateau-virant-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935187/jumqnqhsnrbs3qjhxjel.png	
domaine-les-toulons-2016	|accueil|vins|france|provence & corse|coteaux d'aix-en-provence	Domaine les Toulons 2016	https://grandsvins.carrefour.fr/product/domaine-les-toulons-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509291381/ae4s68jthf56ltmnwdnl.png	
chateau-montaurone-2016	|accueil|vins|france|provence & corse|coteaux d'aix-en-provence	Château Montaurone 2016	https://grandsvins.carrefour.fr/product/chateau-montaurone-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935192/ax0vwhpmq4n0osudafyh.png	
1912-l-escarelle-cuvee-loube-2016	|accueil|vins|france|provence & corse|coteaux varois en provence	1912 L'escarelle Cuvée Loube 2016	https://grandsvins.carrefour.fr/product/1912-l-escarelle-cuvee-loube-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935202/esibam3depens3drq1bj.png	
chateau-henri-bonnaud-les-terrasses-d-aurelia-2013	|accueil|vins|france|provence & corse|palette	Château Henri Bonnaud "Les Terrasses d'Aurelia" 2013	https://grandsvins.carrefour.fr/product/chateau-henri-bonnaud-les-terrasses-d-aurelia-2013	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935229/g9y6hbkjshgfsph7l7cg.png	
domaine-de-cantarelle-reflets-de-france-2016	|accueil|vins|france|provence & corse|coteaux varois en provence	Domaine de Cantarelle "Reflets de France" 2016	https://grandsvins.carrefour.fr/product/domaine-de-cantarelle-reflets-de-france-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935207/trlogqywzefsp0ilcddy.png	
domaine-du-grand-bourdieu-2014	|accueil|vins|france|sud-ouest|buzet	Domaine du Grand Bourdieu 2014	https://grandsvins.carrefour.fr/product/domaine-du-grand-bourdieu-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934949/un2abwnf6zgovxa3gncr.png	
chateau-baudare-vieilles-vignes-2015	|accueil|vins|france|sud-ouest|fronton	Château Baudare Vieilles Vignes 2015	https://grandsvins.carrefour.fr/product/chateau-baudare-vieilles-vignes-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934955/tbjjcphxtgcosuhrgszf.png	
cedre-heritage-2014	|accueil|vins|france|sud-ouest|cahors	Cèdre Héritage 2014	https://grandsvins.carrefour.fr/product/cedre-heritage-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934970/so5kuaupehpjb3q1rbbt.png	
secret-de-berticot-2015	|accueil|vins|france|sud-ouest|côtes de duras	Secret de Berticot 2015	https://grandsvins.carrefour.fr/product/secret-de-berticot-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934938/cucpuxblgvfndypam3ot.png	
secret-de-berticot-2016	|accueil|vins|france|sud-ouest|côtes de duras	Secret de Berticot  2016	https://grandsvins.carrefour.fr/product/secret-de-berticot-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934371/y9f9awu3t9aoleax34rn.png	
secret-de-berticot-rose-2016	|accueil|vins|france|sud-ouest|côtes de duras	Secret de Berticot  2016	https://grandsvins.carrefour.fr/product/secret-de-berticot-rose-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934377/b5tefenv3qpkhs7vjoxi.png	
chateau-millegrand-2015	|accueil|vins|france|languedoc-roussillon|minervois	Château Millegrand 2015	https://grandsvins.carrefour.fr/product/chateau-millegrand-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935103/bxnbwtocwdvpp1qd6r54.png	
les-4-clochers-12	|accueil|vins|france|languedoc-roussillon|limoux	Les Quatre Clochers 2012	https://grandsvins.carrefour.fr/product/les-4-clochers-12	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1513676923/bkm2vosgzzdjbzxrcwao.png	
terroir-de-vigne-et-de-truffe-reserve-2014	|accueil|vins|france|languedoc-roussillon|limoux	Terroir de Vigne et de Truffe "Réserve" 2014	https://grandsvins.carrefour.fr/product/terroir-de-vigne-et-de-truffe-reserve-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509369273/octv5b7fmqp2kmkmx5lr.png	
mas-olivier-esprit-nature-2016	|accueil|vins|france|languedoc-roussillon|faugères	Mas Olivier "Esprit nature"   2016	https://grandsvins.carrefour.fr/product/mas-olivier-esprit-nature-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934390/clxwa9ntri218ylpplbg.png	
chateau-la-voulte-gasparets-cuvee-romain-pauc-15	|accueil|vins|france|languedoc-roussillon|corbières-boutenac	Château La Voulte-Gasparets "Cuvée Romain Pauc" 2015	https://grandsvins.carrefour.fr/product/chateau-la-voulte-gasparets-cuvee-romain-pauc-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509380205/rvq0n8tiaiarxou8dm7o.png	
marcel-cabelier-2013	|accueil|vins|france|jura & savoie|crémant du jura	Marcel Cabelier 2013	https://grandsvins.carrefour.fr/product/marcel-cabelier-2013	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509028654/p4w32es3onz5wgzqi8o0.png	
cap-insula-2014	|accueil|vins|france|languedoc-roussillon|languedoc	Cap Insula 2014	https://grandsvins.carrefour.fr/product/cap-insula-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935083/ayp9gdoqn0aqusuefcxw.png	
marcel-cabelier-2009	|accueil|vins|france|jura & savoie|vin jaune	Marcel Cabelier 2009	https://grandsvins.carrefour.fr/product/marcel-cabelier-2009	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935581/gktrfmgqsgnzg6qu5h06.png	
baie-des-perles-2016	|accueil|vins|france|languedoc-roussillon|languedoc	Baie des Perles 2016	https://grandsvins.carrefour.fr/product/baie-des-perles-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1515058364/iraooz8qhslopbpdztl9.png	
marcel-cabelier-2012	|accueil|vins|france|jura & savoie|côtes-du-jura	Marcel Cabelier Savagnin 2012	https://grandsvins.carrefour.fr/product/marcel-cabelier-2012	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935577/zr4a8gzlfqslnde3n9pk.png	
chateau-de-l-etoile-l-etoile	|accueil|vins|france|jura & savoie	Château de L'Étoile "L'Étoile"	https://grandsvins.carrefour.fr/product/chateau-de-l-etoile-l-etoile	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511857827/xnprlo74kg1qm6upefe3.png	
75-aoc-saint-aubin-blanc-maison-louis-latour-10-c6	|accueil|vins|france|bourgogne & beaujolais|saint-aubin	Maison Louis Latour 2010	https://grandsvins.carrefour.fr/product/75-aoc-saint-aubin-blanc-maison-louis-latour-10-c6	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511873407/h4ptedgfzveb7ljhaads.png	
jean-cavaille-cuvee-origine-1949-16	|accueil|vins|france|jura & savoie	Jean Cavaillé - Cuvée Origine 1949 -  2016	https://grandsvins.carrefour.fr/product/jean-cavaille-cuvee-origine-1949-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511879861/n0b9foti3ji8fitfnaic.png	
rully-domaine-chanzy-2016	|accueil|vins|france|bourgogne & beaujolais|rully	Domaine Chanzy 2016	https://grandsvins.carrefour.fr/product/rully-domaine-chanzy-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1508925357/f02unqbe9et0fawlwflo.png	
domaine-machard-de-gramont-15	|accueil|vins|france|bourgogne & beaujolais|nuits-saint-georges	Domaine Machart de Gramont 2015	https://grandsvins.carrefour.fr/product/domaine-machard-de-gramont-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878312/yzu6gau0oynnbx2wxzj1.png	
haute-cuvee-rijckaert-rouve-14	|accueil|vins|france|bourgogne & beaujolais|pouilly-fuissé	Rijckaert Rouve "Haute Cuvée" 2014	https://grandsvins.carrefour.fr/product/haute-cuvee-rijckaert-rouve-14	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878098/b5sh4zrm5lkaq6n1aen8.png	
domaine-albert-grivault-13	|accueil|vins|france|bourgogne & beaujolais|meursault	Domaine Albert Grivault 2013	https://grandsvins.carrefour.fr/product/domaine-albert-grivault-13	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509115146/uey3jky4xliin4vkzuja.png	
louis-latour-2007	|accueil|vins|france|bourgogne & beaujolais|meursault	Maison Louis Latour 2007	https://grandsvins.carrefour.fr/product/louis-latour-2007	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935422/yumqyugzcz5zjsftyikl.png	
bernard-loiseau-albert-bichot-2013	|accueil|vins|france|bourgogne & beaujolais|meursault	Bernard Loiseau Albert Bichot 2013	https://grandsvins.carrefour.fr/product/bernard-loiseau-albert-bichot-2013	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509011749/wzh0lb4n6fwaghrfhjkt.png	
domaine-de-la-charmaie-g-remoriquet-fourchots-2014	|accueil|vins|france|bourgogne & beaujolais|nuits-saint-georges	Domaine de la Charmaie - G. Remoriquet - Fourchots 2014	https://grandsvins.carrefour.fr/product/domaine-de-la-charmaie-g-remoriquet-fourchots-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935457/mpfpftyqcx96yysrgfdp.png	
domaine-philippe-bouzereau-2012	|accueil|vins|france|bourgogne & beaujolais|meursault	Domaine Philippe Bouzereau 2012	https://grandsvins.carrefour.fr/product/domaine-philippe-bouzereau-2012	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935409/y809m1tle3zqfjfddxhg.png	
domaine-de-la-charmaie-les-fourchots-15	|accueil|vins|france|bourgogne & beaujolais|nuits-saint-georges	Domaine de la Charmaie "Les Fourchots" 2015	https://grandsvins.carrefour.fr/product/domaine-de-la-charmaie-les-fourchots-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511881260/yuwgr9pop8hzhnlaoy7m.png	
pouilly-fuisse-blanc-vielles-vignes-christophe-cordier-2015	|accueil|vins|france|bourgogne & beaujolais|pouilly-fuissé	Christophe Cordier Vieilles Vignes 2015	https://grandsvins.carrefour.fr/product/pouilly-fuisse-blanc-vielles-vignes-christophe-cordier-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1510648209/fseqcqlyp5b7rcctiaoj.png	
terres-de-pierres-maison-verget-14	|accueil|vins|france|bourgogne & beaujolais|pouilly-fuissé	Maison Verget - Terres de Pierres 2014	https://grandsvins.carrefour.fr/product/terres-de-pierres-maison-verget-14	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509025838/bomb6c7wdqiji2y0zfor.png	
ropiteau-freres-2011	|accueil|vins|france|bourgogne & beaujolais|rully	Ropiteau Frères 2011	https://grandsvins.carrefour.fr/product/ropiteau-freres-2011	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509285282/laxwb0sbumdw1m9dfciv.png	
chateau-de-ripaille-2016	|accueil|vins|france|jura & savoie	Château de Ripaille 2016	https://grandsvins.carrefour.fr/product/chateau-de-ripaille-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878344/gmcn4ipz0uqa9a7xujn7.png	
domaine-jean-perrier-16	|accueil|vins|france|jura & savoie	Domaine Jean Perrier 2016	https://grandsvins.carrefour.fr/product/domaine-jean-perrier-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878384/qr6kxmwoeozxsqgxdr3u.png	
auguste-pirou-2015	|accueil|vins|france|jura & savoie|arbois	Auguste Pirou 2015	https://grandsvins.carrefour.fr/product/auguste-pirou-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935572/odppgurpjkb2byptqrky.png	
75-aoc-savoie-apremont-blc-sabot-de-venus-16-c6	|accueil|vins|france|jura & savoie|apremont	Domaine des Sabot de Vénus 2016	https://grandsvins.carrefour.fr/product/75-aoc-savoie-apremont-blc-sabot-de-venus-16-c6	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509291686/vs1qgz6qly3pcsfirdcr.png	
devois-des-agneaux-d-aumelas-2014	|accueil|vins|france|languedoc-roussillon|languedoc	Devois des Agneaux d'Aumelas 2014	https://grandsvins.carrefour.fr/product/devois-des-agneaux-d-aumelas-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935077/c7ew8ivqambagipib1nd.png	
cremant-du-jura-rose-cabelier	|accueil|vins|france|jura & savoie|crémant du jura	Marcel Cabelier	https://grandsvins.carrefour.fr/product/cremant-du-jura-rose-cabelier	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509368419/errn2c41nike7qsliwjc.png	
